inputfile,table,encoding,check,result,expectedResult,time
./benchmarkTables/Table3_500.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.458
./benchmarkTables/Table3_500.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.449
./benchmarkTables/Table3_500.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.459
./benchmarkTables/Table3_500.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.478
./benchmarkTables/Table4_500.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.459
./benchmarkTables/Table4_500.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.449
./benchmarkTables/Table4_500.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.466
./benchmarkTables/Table4_500.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.464
./benchmarkTables/Table1_550.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.448
./benchmarkTables/Table1_550.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.437
./benchmarkTables/Table1_550.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.469
./benchmarkTables/Table1_550.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.476
./benchmarkTables/Table2_550.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.457
./benchmarkTables/Table2_550.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.455
./benchmarkTables/Table2_550.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.463
./benchmarkTables/Table2_550.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.444
./benchmarkTables/Table3_550.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.465
./benchmarkTables/Table3_550.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.479
./benchmarkTables/Table3_550.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.479
./benchmarkTables/Table3_550.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.455
./benchmarkTables/Table4_550.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.477
./benchmarkTables/Table4_550.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.470
./benchmarkTables/Table4_550.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.467
./benchmarkTables/Table4_550.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.446
./benchmarkTables/Table1_600.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.467
./benchmarkTables/Table1_600.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.477
./benchmarkTables/Table1_600.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.462
./benchmarkTables/Table1_600.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.447
./benchmarkTables/Table2_600.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.484
./benchmarkTables/Table2_600.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.447
./benchmarkTables/Table2_600.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.468
./benchmarkTables/Table2_600.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.460
./benchmarkTables/Table3_600.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.468
./benchmarkTables/Table3_600.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.449
./benchmarkTables/Table3_600.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.456
./benchmarkTables/Table3_600.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.457
./benchmarkTables/Table4_600.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.461
./benchmarkTables/Table4_600.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.466
./benchmarkTables/Table4_600.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.476
./benchmarkTables/Table4_600.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.463
./benchmarkTables/Table1_650.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.462
./benchmarkTables/Table1_650.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.474
./benchmarkTables/Table1_650.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.460
./benchmarkTables/Table1_650.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.476
./benchmarkTables/Table2_650.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.482
./benchmarkTables/Table2_650.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.436
./benchmarkTables/Table2_650.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.471
./benchmarkTables/Table2_650.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.462
./benchmarkTables/Table3_650.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.474
./benchmarkTables/Table3_650.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.462
./benchmarkTables/Table3_650.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.466
./benchmarkTables/Table3_650.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.461
./benchmarkTables/Table4_650.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.461
./benchmarkTables/Table4_650.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.473
./benchmarkTables/Table4_650.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.463
./benchmarkTables/Table4_650.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.462
./benchmarkTables/Table1_700.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.450
./benchmarkTables/Table1_700.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.460
./benchmarkTables/Table1_700.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.466
./benchmarkTables/Table1_700.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.451
./benchmarkTables/Table2_700.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.478
./benchmarkTables/Table2_700.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.459
./benchmarkTables/Table2_700.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.456
./benchmarkTables/Table2_700.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.452
./benchmarkTables/Table3_700.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.462
./benchmarkTables/Table3_700.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.438
./benchmarkTables/Table3_700.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.463
./benchmarkTables/Table3_700.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.468
./benchmarkTables/Table4_700.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.493
./benchmarkTables/Table4_700.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.467
./benchmarkTables/Table4_700.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.483
./benchmarkTables/Table4_700.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.463
./benchmarkTables/Table1_750.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.473
./benchmarkTables/Table1_750.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.459
./benchmarkTables/Table1_750.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.484
./benchmarkTables/Table1_750.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.447
./benchmarkTables/Table2_750.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.448
./benchmarkTables/Table2_750.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.467
./benchmarkTables/Table2_750.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.473
./benchmarkTables/Table2_750.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.453
./benchmarkTables/Table3_750.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.479
./benchmarkTables/Table3_750.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.474
./benchmarkTables/Table3_750.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.468
./benchmarkTables/Table3_750.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.455
./benchmarkTables/Table4_750.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.461
./benchmarkTables/Table4_750.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.445
./benchmarkTables/Table4_750.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.464
./benchmarkTables/Table4_750.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.451
./benchmarkTables/Table1_800.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.473
./benchmarkTables/Table1_800.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.441
./benchmarkTables/Table1_800.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.466
./benchmarkTables/Table1_800.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.467
./benchmarkTables/Table2_800.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.460
./benchmarkTables/Table2_800.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.470
./benchmarkTables/Table2_800.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.465
./benchmarkTables/Table2_800.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.456
./benchmarkTables/Table3_800.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.471
./benchmarkTables/Table3_800.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.461
./benchmarkTables/Table3_800.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.482
./benchmarkTables/Table3_800.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.445
./benchmarkTables/Table4_800.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.459
./benchmarkTables/Table4_800.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.461
./benchmarkTables/Table4_800.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.462
./benchmarkTables/Table4_800.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.449
./benchmarkTables/Table1_850.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.472
./benchmarkTables/Table1_850.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.459
./benchmarkTables/Table1_850.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.479
./benchmarkTables/Table1_850.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.471
./benchmarkTables/Table2_850.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.456
./benchmarkTables/Table2_850.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.460
./benchmarkTables/Table2_850.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.470
./benchmarkTables/Table2_850.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.455
./benchmarkTables/Table3_850.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.486
./benchmarkTables/Table3_850.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.475
./benchmarkTables/Table3_850.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.470
./benchmarkTables/Table3_850.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.487
./benchmarkTables/Table4_850.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.469
./benchmarkTables/Table4_850.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.456
./benchmarkTables/Table4_850.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.484
./benchmarkTables/Table4_850.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.480
./benchmarkTables/Table1_900.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.465
./benchmarkTables/Table1_900.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.458
./benchmarkTables/Table1_900.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.472
./benchmarkTables/Table1_900.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.456
./benchmarkTables/Table2_900.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.487
./benchmarkTables/Table2_900.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.460
./benchmarkTables/Table2_900.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.468
./benchmarkTables/Table2_900.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.455
./benchmarkTables/Table3_900.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.452
./benchmarkTables/Table3_900.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.465
./benchmarkTables/Table3_900.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.466
./benchmarkTables/Table3_900.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.471
./benchmarkTables/Table4_900.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.453
./benchmarkTables/Table4_900.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.455
./benchmarkTables/Table4_900.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.469
./benchmarkTables/Table4_900.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.467
./benchmarkTables/Table1_950.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.471
./benchmarkTables/Table1_950.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.472
./benchmarkTables/Table1_950.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.474
./benchmarkTables/Table1_950.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.477
./benchmarkTables/Table2_950.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.474
./benchmarkTables/Table2_950.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.453
./benchmarkTables/Table2_950.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.473
./benchmarkTables/Table2_950.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.466
./benchmarkTables/Table3_950.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.455
./benchmarkTables/Table3_950.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.463
./benchmarkTables/Table3_950.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.478
./benchmarkTables/Table3_950.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.471
./benchmarkTables/Table4_950.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.479
./benchmarkTables/Table4_950.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.480
./benchmarkTables/Table4_950.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.474
./benchmarkTables/Table4_950.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.460
./benchmarkTables/Table1_1000.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.468
./benchmarkTables/Table1_1000.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.477
./benchmarkTables/Table1_1000.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.459
./benchmarkTables/Table1_1000.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.449
./benchmarkTables/Table2_1000.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.467
./benchmarkTables/Table2_1000.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.461
./benchmarkTables/Table2_1000.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.461
./benchmarkTables/Table2_1000.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.477
./benchmarkTables/Table3_1000.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.481
./benchmarkTables/Table3_1000.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.448
./benchmarkTables/Table3_1000.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.452
./benchmarkTables/Table3_1000.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.491
./benchmarkTables/Table4_1000.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.464
./benchmarkTables/Table4_1000.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.462
./benchmarkTables/Table4_1000.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.496
./benchmarkTables/Table4_1000.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.474
./benchmarkTables/Table1_1050.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.461
./benchmarkTables/Table1_1050.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.478
./benchmarkTables/Table1_1050.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.475
./benchmarkTables/Table1_1050.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.464
./benchmarkTables/Table2_1050.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.475
./benchmarkTables/Table2_1050.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.461
./benchmarkTables/Table2_1050.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.456
./benchmarkTables/Table2_1050.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.460
./benchmarkTables/Table3_1050.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.476
./benchmarkTables/Table3_1050.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.464
./benchmarkTables/Table3_1050.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.483
./benchmarkTables/Table3_1050.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.468
./benchmarkTables/Table4_1050.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.457
./benchmarkTables/Table4_1050.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.473
./benchmarkTables/Table4_1050.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.483
./benchmarkTables/Table4_1050.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.476
./benchmarkTables/Table1_1100.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.466
./benchmarkTables/Table1_1100.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.472
./benchmarkTables/Table1_1100.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.455
./benchmarkTables/Table1_1100.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.475
./benchmarkTables/Table2_1100.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.472
./benchmarkTables/Table2_1100.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.471
./benchmarkTables/Table2_1100.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.459
./benchmarkTables/Table2_1100.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.460
./benchmarkTables/Table3_1100.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.464
./benchmarkTables/Table3_1100.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.469
./benchmarkTables/Table3_1100.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.467
./benchmarkTables/Table3_1100.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.462
./benchmarkTables/Table4_1100.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.468
./benchmarkTables/Table4_1100.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.467
./benchmarkTables/Table4_1100.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.473
./benchmarkTables/Table4_1100.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.453
./benchmarkTables/Table1_1150.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.472
./benchmarkTables/Table1_1150.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.458
./benchmarkTables/Table1_1150.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.456
./benchmarkTables/Table1_1150.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.452
./benchmarkTables/Table2_1150.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.488
./benchmarkTables/Table2_1150.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.479
./benchmarkTables/Table2_1150.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.476
./benchmarkTables/Table2_1150.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.461
./benchmarkTables/Table3_1150.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.470
./benchmarkTables/Table3_1150.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.461
./benchmarkTables/Table3_1150.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.476
./benchmarkTables/Table3_1150.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.461
./benchmarkTables/Table4_1150.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.459
./benchmarkTables/Table4_1150.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.469
./benchmarkTables/Table4_1150.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.466
./benchmarkTables/Table4_1150.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.457
./benchmarkTables/Table1_1200.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.465
./benchmarkTables/Table1_1200.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.467
./benchmarkTables/Table1_1200.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.474
./benchmarkTables/Table1_1200.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.462
./benchmarkTables/Table2_1200.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.454
./benchmarkTables/Table2_1200.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.461
./benchmarkTables/Table2_1200.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.469
./benchmarkTables/Table2_1200.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.452
./benchmarkTables/Table3_1200.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.459
./benchmarkTables/Table3_1200.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.470
./benchmarkTables/Table3_1200.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.462
./benchmarkTables/Table3_1200.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.453
./benchmarkTables/Table4_1200.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.461
./benchmarkTables/Table4_1200.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.480
./benchmarkTables/Table4_1200.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.454
./benchmarkTables/Table4_1200.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.473
./benchmarkTables/Table1_1250.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.469
./benchmarkTables/Table1_1250.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.454
./benchmarkTables/Table1_1250.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.474
./benchmarkTables/Table1_1250.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.476
./benchmarkTables/Table2_1250.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.470
./benchmarkTables/Table2_1250.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.464
./benchmarkTables/Table2_1250.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.469
./benchmarkTables/Table2_1250.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.460
./benchmarkTables/Table3_1250.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.482
./benchmarkTables/Table3_1250.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.498
./benchmarkTables/Table3_1250.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.471
./benchmarkTables/Table3_1250.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.454
./benchmarkTables/Table4_1250.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.464
./benchmarkTables/Table4_1250.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.467
./benchmarkTables/Table4_1250.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.465
./benchmarkTables/Table4_1250.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.458
./benchmarkTables/Table1_1300.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.475
./benchmarkTables/Table1_1300.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.454
./benchmarkTables/Table1_1300.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.464
./benchmarkTables/Table1_1300.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.471
./benchmarkTables/Table2_1300.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.480
./benchmarkTables/Table2_1300.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.456
./benchmarkTables/Table2_1300.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.473
./benchmarkTables/Table2_1300.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.476
./benchmarkTables/Table3_1300.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.480
./benchmarkTables/Table3_1300.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.473
./benchmarkTables/Table3_1300.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.480
./benchmarkTables/Table3_1300.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.460
./benchmarkTables/Table4_1300.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.460
./benchmarkTables/Table4_1300.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.474
./benchmarkTables/Table4_1300.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.495
./benchmarkTables/Table4_1300.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.469
./benchmarkTables/Table1_1350.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.473
./benchmarkTables/Table1_1350.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.465
./benchmarkTables/Table1_1350.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.462
./benchmarkTables/Table1_1350.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.466
./benchmarkTables/Table2_1350.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.463
./benchmarkTables/Table2_1350.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.465
./benchmarkTables/Table2_1350.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.459
./benchmarkTables/Table2_1350.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.451
./benchmarkTables/Table3_1350.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.467
./benchmarkTables/Table3_1350.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.480
./benchmarkTables/Table3_1350.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.470
./benchmarkTables/Table3_1350.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.487
./benchmarkTables/Table4_1350.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.456
./benchmarkTables/Table4_1350.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.474
./benchmarkTables/Table4_1350.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.461
./benchmarkTables/Table4_1350.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.457
./benchmarkTables/Table1_1400.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.463
./benchmarkTables/Table1_1400.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.457
./benchmarkTables/Table1_1400.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.457
./benchmarkTables/Table1_1400.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.459
./benchmarkTables/Table2_1400.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.462
./benchmarkTables/Table2_1400.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.446
./benchmarkTables/Table2_1400.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.470
./benchmarkTables/Table2_1400.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.465
./benchmarkTables/Table3_1400.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.473
./benchmarkTables/Table3_1400.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.480
./benchmarkTables/Table3_1400.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.480
