inputfile,table,encoding,check,result,expectedResult,time
./benchmarkTables/Table1_1600.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.519
./benchmarkTables/Table1_1600.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.529
./benchmarkTables/Table2_1600.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.547
./benchmarkTables/Table2_1600.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.539
./benchmarkTables/Table2_1600.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.554
./benchmarkTables/Table2_1600.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.564
./benchmarkTables/Table3_1600.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.572
./benchmarkTables/Table3_1600.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.540
./benchmarkTables/Table3_1600.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.567
./benchmarkTables/Table3_1600.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.567
./benchmarkTables/Table4_1600.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.552
./benchmarkTables/Table4_1600.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.561
./benchmarkTables/Table4_1600.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.531
./benchmarkTables/Table4_1600.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.541
./benchmarkTables/Table1_1650.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.532
./benchmarkTables/Table1_1650.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.546
./benchmarkTables/Table1_1650.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.530
./benchmarkTables/Table1_1650.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.536
./benchmarkTables/Table2_1650.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.545
./benchmarkTables/Table2_1650.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.537
./benchmarkTables/Table2_1650.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.544
./benchmarkTables/Table2_1650.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.537
./benchmarkTables/Table3_1650.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.540
./benchmarkTables/Table3_1650.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.543
./benchmarkTables/Table3_1650.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.554
./benchmarkTables/Table3_1650.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.537
./benchmarkTables/Table4_1650.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.522
./benchmarkTables/Table4_1650.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.518
./benchmarkTables/Table4_1650.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.534
./benchmarkTables/Table4_1650.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.548
./benchmarkTables/Table1_1700.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.548
./benchmarkTables/Table1_1700.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.546
./benchmarkTables/Table1_1700.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.541
./benchmarkTables/Table1_1700.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.536
./benchmarkTables/Table2_1700.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.530
./benchmarkTables/Table2_1700.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.540
./benchmarkTables/Table2_1700.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.556
./benchmarkTables/Table2_1700.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.535
./benchmarkTables/Table3_1700.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.544
./benchmarkTables/Table3_1700.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.544
./benchmarkTables/Table3_1700.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.529
./benchmarkTables/Table3_1700.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.532
./benchmarkTables/Table4_1700.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.528
./benchmarkTables/Table4_1700.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.530
./benchmarkTables/Table4_1700.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.518
./benchmarkTables/Table4_1700.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.521
./benchmarkTables/Table1_1750.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.525
./benchmarkTables/Table1_1750.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.519
./benchmarkTables/Table1_1750.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.536
./benchmarkTables/Table1_1750.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.528
./benchmarkTables/Table2_1750.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.552
./benchmarkTables/Table2_1750.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.523
./benchmarkTables/Table2_1750.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.532
./benchmarkTables/Table2_1750.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.537
./benchmarkTables/Table3_1750.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.546
./benchmarkTables/Table3_1750.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.563
./benchmarkTables/Table3_1750.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.552
./benchmarkTables/Table3_1750.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.518
./benchmarkTables/Table4_1750.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.520
./benchmarkTables/Table4_1750.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.543
./benchmarkTables/Table4_1750.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.550
./benchmarkTables/Table4_1750.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.536
./benchmarkTables/Table1_1800.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.564
./benchmarkTables/Table1_1800.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.553
./benchmarkTables/Table1_1800.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.546
./benchmarkTables/Table1_1800.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.535
./benchmarkTables/Table2_1800.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.551
./benchmarkTables/Table2_1800.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.550
./benchmarkTables/Table2_1800.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.558
./benchmarkTables/Table2_1800.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.543
./benchmarkTables/Table3_1800.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.566
./benchmarkTables/Table3_1800.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.563
./benchmarkTables/Table3_1800.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.564
./benchmarkTables/Table3_1800.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.555
./benchmarkTables/Table4_1800.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.563
./benchmarkTables/Table4_1800.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.536
./benchmarkTables/Table4_1800.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.528
./benchmarkTables/Table4_1800.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.544
./benchmarkTables/Table1_1850.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.529
./benchmarkTables/Table1_1850.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.537
./benchmarkTables/Table1_1850.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.535
./benchmarkTables/Table1_1850.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.532
./benchmarkTables/Table2_1850.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.550
./benchmarkTables/Table2_1850.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.531
./benchmarkTables/Table2_1850.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.566
./benchmarkTables/Table2_1850.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.524
./benchmarkTables/Table3_1850.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.539
./benchmarkTables/Table3_1850.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.529
./benchmarkTables/Table3_1850.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.538
./benchmarkTables/Table3_1850.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.538
./benchmarkTables/Table4_1850.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.516
./benchmarkTables/Table4_1850.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.524
./benchmarkTables/Table4_1850.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.524
./benchmarkTables/Table4_1850.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.539
./benchmarkTables/Table1_1900.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.534
./benchmarkTables/Table1_1900.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.532
./benchmarkTables/Table1_1900.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.532
./benchmarkTables/Table1_1900.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.529
./benchmarkTables/Table2_1900.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.554
./benchmarkTables/Table2_1900.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.532
./benchmarkTables/Table2_1900.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.540
./benchmarkTables/Table2_1900.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.535
./benchmarkTables/Table3_1900.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.546
./benchmarkTables/Table3_1900.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.559
./benchmarkTables/Table3_1900.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.554
./benchmarkTables/Table3_1900.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.544
./benchmarkTables/Table4_1900.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.576
./benchmarkTables/Table4_1900.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.562
./benchmarkTables/Table4_1900.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.540
./benchmarkTables/Table4_1900.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.539
./benchmarkTables/Table1_1950.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.536
./benchmarkTables/Table1_1950.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.530
./benchmarkTables/Table1_1950.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.534
./benchmarkTables/Table1_1950.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.568
./benchmarkTables/Table2_1950.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.555
./benchmarkTables/Table2_1950.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.550
./benchmarkTables/Table2_1950.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.563
./benchmarkTables/Table2_1950.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.556
./benchmarkTables/Table3_1950.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.528
./benchmarkTables/Table3_1950.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.563
./benchmarkTables/Table3_1950.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.533
./benchmarkTables/Table3_1950.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.532
./benchmarkTables/Table4_1950.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.534
./benchmarkTables/Table4_1950.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.541
./benchmarkTables/Table4_1950.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.554
./benchmarkTables/Table4_1950.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.525
./benchmarkTables/Table1_2000.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.534
./benchmarkTables/Table1_2000.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.545
./benchmarkTables/Table1_2000.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.543
./benchmarkTables/Table1_2000.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.538
./benchmarkTables/Table2_2000.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.562
./benchmarkTables/Table2_2000.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.545
./benchmarkTables/Table2_2000.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.550
./benchmarkTables/Table2_2000.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.531
./benchmarkTables/Table3_2000.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.549
./benchmarkTables/Table3_2000.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.546
./benchmarkTables/Table3_2000.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.533
./benchmarkTables/Table3_2000.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.541
./benchmarkTables/Table4_2000.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.536
./benchmarkTables/Table4_2000.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.534
./benchmarkTables/Table4_2000.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.530
./benchmarkTables/Table4_2000.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.528
./benchmarkTables/Table1_50.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.538
./benchmarkTables/Table1_50.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.536
./benchmarkTables/Table1_50.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.528
./benchmarkTables/Table1_50.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.513
./benchmarkTables/Table2_50.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.538
./benchmarkTables/Table2_50.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.537
./benchmarkTables/Table2_50.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.540
./benchmarkTables/Table2_50.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.532
./benchmarkTables/Table3_50.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.539
./benchmarkTables/Table3_50.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.532
./benchmarkTables/Table3_50.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.525
./benchmarkTables/Table3_50.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.524
./benchmarkTables/Table4_50.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.527
./benchmarkTables/Table4_50.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.528
./benchmarkTables/Table4_50.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.543
./benchmarkTables/Table4_50.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.532
./benchmarkTables/Table1_100.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.534
./benchmarkTables/Table1_100.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.538
./benchmarkTables/Table1_100.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.527
./benchmarkTables/Table1_100.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.525
./benchmarkTables/Table2_100.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.539
./benchmarkTables/Table2_100.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.525
./benchmarkTables/Table2_100.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.518
./benchmarkTables/Table2_100.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.522
./benchmarkTables/Table3_100.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.518
./benchmarkTables/Table3_100.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.528
./benchmarkTables/Table3_100.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.531
./benchmarkTables/Table3_100.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.527
./benchmarkTables/Table4_100.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.529
./benchmarkTables/Table4_100.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.524
./benchmarkTables/Table4_100.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.547
./benchmarkTables/Table4_100.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.540
./benchmarkTables/Table1_150.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.533
./benchmarkTables/Table1_150.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.530
./benchmarkTables/Table1_150.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.533
./benchmarkTables/Table1_150.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.515
./benchmarkTables/Table2_150.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.547
./benchmarkTables/Table2_150.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.525
./benchmarkTables/Table2_150.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.529
./benchmarkTables/Table2_150.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.511
./benchmarkTables/Table3_150.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.529
./benchmarkTables/Table3_150.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.521
./benchmarkTables/Table3_150.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.529
./benchmarkTables/Table3_150.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.535
./benchmarkTables/Table4_150.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.516
./benchmarkTables/Table4_150.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.521
./benchmarkTables/Table4_150.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.527
./benchmarkTables/Table4_150.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.532
./benchmarkTables/Table1_200.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.535
./benchmarkTables/Table1_200.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.539
./benchmarkTables/Table1_200.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.526
./benchmarkTables/Table1_200.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.522
./benchmarkTables/Table2_200.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.541
./benchmarkTables/Table2_200.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.511
./benchmarkTables/Table2_200.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.540
./benchmarkTables/Table2_200.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.511
./benchmarkTables/Table3_200.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.520
./benchmarkTables/Table3_200.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.523
./benchmarkTables/Table3_200.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.543
./benchmarkTables/Table3_200.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.531
./benchmarkTables/Table4_200.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.521
./benchmarkTables/Table4_200.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.537
./benchmarkTables/Table4_200.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.535
./benchmarkTables/Table4_200.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.511
./benchmarkTables/Table1_250.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.533
./benchmarkTables/Table1_250.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.529
./benchmarkTables/Table1_250.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.541
./benchmarkTables/Table1_250.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.523
./benchmarkTables/Table2_250.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.535
./benchmarkTables/Table2_250.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.522
./benchmarkTables/Table2_250.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.531
./benchmarkTables/Table2_250.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.535
./benchmarkTables/Table3_250.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.519
./benchmarkTables/Table3_250.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.518
./benchmarkTables/Table3_250.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.528
./benchmarkTables/Table3_250.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.522
./benchmarkTables/Table4_250.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.513
./benchmarkTables/Table4_250.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.336
./benchmarkTables/Table4_250.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.529
./benchmarkTables/Table4_250.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.521
./benchmarkTables/Table1_300.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.549
./benchmarkTables/Table1_300.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.536
./benchmarkTables/Table1_300.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.523
./benchmarkTables/Table1_300.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.533
./benchmarkTables/Table2_300.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.532
./benchmarkTables/Table2_300.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.523
./benchmarkTables/Table2_300.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.521
./benchmarkTables/Table2_300.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.530
./benchmarkTables/Table3_300.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.516
./benchmarkTables/Table3_300.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.526
./benchmarkTables/Table3_300.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.524
./benchmarkTables/Table3_300.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.531
./benchmarkTables/Table4_300.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.512
./benchmarkTables/Table4_300.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.527
./benchmarkTables/Table4_300.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.521
./benchmarkTables/Table4_300.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.536
./benchmarkTables/Table1_350.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.533
./benchmarkTables/Table1_350.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.530
./benchmarkTables/Table1_350.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.539
./benchmarkTables/Table1_350.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.524
./benchmarkTables/Table2_350.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.523
./benchmarkTables/Table2_350.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.504
./benchmarkTables/Table2_350.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.529
./benchmarkTables/Table2_350.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.525
./benchmarkTables/Table3_350.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.527
./benchmarkTables/Table3_350.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.528
./benchmarkTables/Table3_350.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.528
./benchmarkTables/Table3_350.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.530
./benchmarkTables/Table4_350.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.521
./benchmarkTables/Table4_350.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.526
./benchmarkTables/Table4_350.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.544
./benchmarkTables/Table4_350.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.528
./benchmarkTables/Table1_400.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.537
./benchmarkTables/Table1_400.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.526
./benchmarkTables/Table1_400.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.521
./benchmarkTables/Table1_400.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.540
./benchmarkTables/Table2_400.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.546
./benchmarkTables/Table2_400.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.516
./benchmarkTables/Table2_400.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.522
./benchmarkTables/Table2_400.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.522
./benchmarkTables/Table3_400.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.540
./benchmarkTables/Table3_400.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.514
./benchmarkTables/Table3_400.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.531
./benchmarkTables/Table3_400.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.536
./benchmarkTables/Table4_400.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.531
./benchmarkTables/Table4_400.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.514
./benchmarkTables/Table4_400.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.530
./benchmarkTables/Table4_400.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.521
./benchmarkTables/Table1_450.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.543
./benchmarkTables/Table1_450.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.548
./benchmarkTables/Table1_450.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.543
./benchmarkTables/Table1_450.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.542
./benchmarkTables/Table2_450.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.527
./benchmarkTables/Table2_450.rt,Table2,UeArVs,consistency,Unknown,Inconsistent,0.514
./benchmarkTables/Table2_450.rt,Table2,UeUfFs,consistency,Unknown,Inconsistent,0.525
./benchmarkTables/Table2_450.rt,Table2,UeUfVs,consistency,Unknown,Inconsistent,0.529
./benchmarkTables/Table3_450.rt,Table3,UeArFs,consistency,Unknown,Consistent,0.539
./benchmarkTables/Table3_450.rt,Table3,UeArVs,consistency,Unknown,Consistent,0.521
./benchmarkTables/Table3_450.rt,Table3,UeUfFs,consistency,Unknown,Consistent,0.527
./benchmarkTables/Table3_450.rt,Table3,UeUfVs,consistency,Unknown,Consistent,0.522
./benchmarkTables/Table4_450.rt,Table4,UeArFs,consistency,Unknown,Consistent,0.535
./benchmarkTables/Table4_450.rt,Table4,UeArVs,consistency,Unknown,Consistent,0.542
./benchmarkTables/Table4_450.rt,Table4,UeUfFs,consistency,Unknown,Consistent,0.548
./benchmarkTables/Table4_450.rt,Table4,UeUfVs,consistency,Unknown,Consistent,0.534
./benchmarkTables/Table1_500.rt,Table1,UeArFs,consistency,Unknown,Inconsistent,0.531
./benchmarkTables/Table1_500.rt,Table1,UeArVs,consistency,Unknown,Inconsistent,0.532
./benchmarkTables/Table1_500.rt,Table1,UeUfFs,consistency,Unknown,Inconsistent,0.536
./benchmarkTables/Table1_500.rt,Table1,UeUfVs,consistency,Unknown,Inconsistent,0.537
./benchmarkTables/Table2_500.rt,Table2,UeArFs,consistency,Unknown,Inconsistent,0.535
